Folder,Image,MSE,PSNR,SSIM
16,16_010,0.0089,26.4349,0.9471
16,16_020,0.0037,30.1736,0.9668
16,16_030,0.0006,38.2013,0.9821
16,16_040,0.0018,33.3529,0.9816
16,16_050,0.0000,49.6114,0.9952
16,16_060,0.0008,36.8062,0.9883
16,16_070,0.0048,29.0532,0.9650
16,16_080,0.0000,50.1640,0.9960
16,16_090,0.0016,33.8929,0.9854
16,16_100,0.0039,29.9982,0.9711
17,17_010,0.0007,37.4833,0.9866
17,17_020,0.0005,39.1674,0.9830
17,17_030,0.0002,42.1491,0.9832
17,17_040,0.0005,39.2129,0.9796
17,17_050,0.0010,35.8063,0.9783
17,17_060,0.0009,36.3457,0.9848
17,17_070,0.0010,35.7834,0.9700
17,17_080,0.0004,39.6124,0.9873
17,17_090,0.0001,48.0836,0.9939
17,17_100,0.0001,44.9798,0.9888
18,18_010,0.0001,46.3057,0.9943
18,18_020,0.0074,27.2259,0.9604
18,18_030,0.0220,22.5234,0.9073
18,18_040,0.0049,29.0619,0.9481
18,18_050,0.0070,27.5142,0.9480
18,18_060,0.0066,27.7369,0.9585
18,18_070,0.0168,23.7014,0.9210
18,18_080,0.0004,40.1908,0.9824
18,18_090,0.0015,34.0846,0.9672
18,18_100,0.0018,33.4644,0.9600
20,20_010,0.0002,43.7550,0.9844
20,20_020,0.0040,29.8842,0.9597
20,20_030,0.0099,25.9795,0.8895
20,20_040,0.0234,22.2598,0.9035
20,20_050,0.0073,27.2658,0.9183
20,20_060,0.0013,34.7192,0.9643
20,20_070,0.0013,34.7804,0.9431
20,20_080,0.0003,40.7514,0.9770
20,20_090,0.0007,37.4274,0.9628
20,20_100,0.0033,30.6471,0.9573
21,21_010,0.0005,39.3519,0.9846
21,21_020,0.0162,23.8464,0.9044
21,21_030,0.0107,25.6769,0.9203
21,21_040,0.0090,26.3952,0.8986
21,21_050,0.0042,29.7706,0.9218
21,21_060,0.0061,28.1049,0.9093
21,21_070,0.0029,31.3241,0.9218
21,21_080,0.0068,27.5995,0.9384
21,21_090,0.0026,31.7419,0.9319
21,21_100,0.0075,27.1959,0.9364
22,22_010,0.0015,34.2794,0.9793
22,22_020,0.0001,46.4947,0.9945
22,22_030,0.0405,19.8829,0.8653
22,22_040,0.0024,32.2135,0.9705
22,22_050,0.0108,25.5992,0.9224
22,22_060,0.0078,26.9915,0.9096
22,22_070,0.0182,23.3194,0.8857
22,22_080,0.0116,25.2572,0.9018
22,22_090,0.0047,29.1966,0.9248
22,22_100,0.0060,28.1148,0.9074
23,23_010,0.0079,26.9470,0.9535
23,23_020,0.0005,38.6430,0.9797
23,23_030,0.0001,48.8859,0.9919
23,23_040,0.0128,24.8435,0.9453
23,23_050,0.0002,42.9402,0.9870
23,23_060,0.0001,45.6778,0.9909
23,23_070,0.0062,27.9957,0.9569
23,23_080,0.0130,24.7936,0.9398
23,23_090,0.0311,20.9929,0.9060
23,23_100,0.0048,29.1441,0.9496
24,24_010,0.0003,41.5882,0.9871
24,24_020,0.0083,26.7286,0.9419
24,24_030,0.0004,39.7298,0.9803
24,24_040,0.0013,34.5845,0.9589
24,24_050,0.0115,25.3255,0.9477
24,24_060,0.0139,24.4742,0.9017
24,24_070,0.0047,29.2274,0.9280
24,24_080,0.0018,33.2812,0.9394
24,24_090,0.0044,29.4970,0.9302
24,24_100,0.0035,30.4239,0.9451
25,25_010,0.0077,27.0457,0.9570
25,25_020,0.0050,28.9325,0.9105
25,25_030,0.0049,29.0280,0.9076
25,25_040,0.0069,27.5294,0.9370
25,25_050,0.0033,30.6805,0.9266
25,25_060,0.0040,29.8937,0.9167
25,25_070,0.0046,29.2554,0.9134
25,25_080,0.0078,27.0019,0.9054
25,25_090,0.0131,24.7538,0.8918
25,25_100,0.0114,25.3480,0.9142
26,26_010,0.0079,26.9161,0.9446
26,26_020,0.0232,22.2593,0.8734
26,26_030,0.0116,25.2885,0.9118
26,26_040,0.0019,33.1845,0.9346
26,26_050,0.0086,26.5573,0.9183
26,26_060,0.0014,34.4981,0.9613
26,26_070,0.0023,32.3701,0.9652
26,26_080,0.0026,31.6855,0.9378
26,26_090,0.0088,26.4927,0.9445
26,26_099,0.0041,29.8341,0.9464
27,27_010,0.0232,22.2556,0.8884
27,27_020,0.0006,38.2977,0.9797
27,27_030,0.0087,26.5160,0.9303
27,27_040,0.0224,22.4095,0.9222
27,27_050,0.0096,26.1038,0.9249
27,27_060,0.0013,34.7628,0.9542
27,27_070,0.0039,30.0573,0.9434
27,27_080,0.0076,27.1066,0.8992
27,27_090,0.0010,35.7684,0.9579
27,27_100,0.0017,33.5357,0.9368
28,28_010,0.0159,23.8934,0.8827
28,28_020,0.0082,26.7578,0.9203
28,28_030,0.0089,26.4218,0.9139
28,28_040,0.0022,32.3975,0.9562
28,28_050,0.0017,33.5501,0.9528
28,28_060,0.0051,28.8138,0.9562
28,28_070,0.0024,32.0327,0.9730
28,28_080,0.0088,26.4543,0.9526
28,28_090,0.0011,35.5392,0.9719
28,28_100,0.0026,31.7285,0.9666
29,29_010,0.0046,29.3324,0.9744
29,29_020,0.0027,31.6825,0.9531
29,29_030,0.0156,23.9892,0.9242
29,29_040,0.0146,24.2614,0.9092
29,29_050,0.0013,34.7187,0.9376
29,29_060,0.0163,23.7922,0.9000
29,29_070,0.0011,35.4491,0.9545
29,29_080,0.0070,27.4413,0.8950
29,29_090,0.0020,32.8946,0.9619
29,29_098,0.0091,26.3369,0.9231
30,30_010,0.0031,30.9755,0.9729
30,30_020,0.0121,25.0867,0.9371
30,30_030,0.0046,29.2551,0.9609
30,30_040,0.0028,31.4586,0.9703
30,30_050,0.0044,29.4834,0.9675
30,30_060,0.0051,28.7967,0.9554
30,30_070,0.0004,40.1014,0.9759
30,30_080,0.0046,29.2828,0.9607
30,30_090,0.0002,43.8672,0.9846
30,30_100,0.0015,34.0067,0.9660
32,32_010,0.0053,28.6900,0.9650
32,32_020,0.0001,48.1440,0.9947
32,32_030,0.0000,50.9826,0.9962
32,32_040,0.0002,43.9234,0.9877
32,32_050,0.0097,26.0551,0.9518
32,32_060,0.0002,43.6476,0.9874
32,32_070,0.0051,28.8348,0.9710
32,32_080,0.0001,44.5934,0.9899
32,32_090,0.0045,29.4017,0.9734
32,32_100,0.0043,29.5622,0.9733
33,33_010,0.0001,48.1754,0.9935
33,33_020,0.0005,38.8785,0.9685
33,33_030,0.0081,26.8213,0.9443
33,33_040,0.0005,38.8531,0.9851
33,33_050,0.0107,25.6053,0.9303
33,33_060,0.0001,45.5184,0.9907
33,33_070,0.0040,29.9174,0.9717
33,33_080,0.0003,40.4892,0.9872
33,33_090,0.0002,42.8061,0.9886
33,33_100,0.0007,37.5526,0.9835
34,34_010,0.0001,48.0397,0.9938
34,34_020,0.0013,34.9230,0.9754
34,34_030,0.0034,30.6465,0.9723
34,34_040,0.0002,41.9538,0.9846
34,34_050,0.0003,41.3937,0.9845
34,34_060,0.0066,27.6998,0.9651
34,34_070,0.0084,26.6733,0.9492
34,34_080,0.0105,25.6704,0.9297
34,34_090,0.0200,22.9083,0.8999
34,34_100,0.0007,37.2202,0.9534
