Folder,Image,MSE,PSNR,SSIM
20,20_100,0.0007,37.3258,0.9614
21,21_010,0.0067,27.6641,0.9479
21,21_020,0.0268,21.6655,0.8925
21,21_030,0.0089,26.4740,0.9252
21,21_040,0.0036,30.4161,0.9249
21,21_050,0.0027,31.5782,0.9564
21,21_060,0.0094,26.2335,0.9293
21,21_070,0.0023,32.3099,0.9258
21,21_080,0.0037,30.2729,0.9323
21,21_090,0.0048,29.1026,0.9319
21,21_100,0.0057,28.3820,0.9123
22,22_010,0.0058,28.2794,0.9620
22,22_020,0.0282,21.4191,0.8971
22,22_030,0.0126,24.9454,0.9451
22,22_040,0.0004,39.7436,0.9889
22,22_050,0.0147,24.2583,0.9131
22,22_060,0.0035,30.4934,0.9494
22,22_070,0.0039,30.0336,0.9356
22,22_080,0.0109,25.5561,0.8851
22,22_090,0.0081,26.8233,0.9166
22,22_100,0.0050,28.9535,0.9225
23,23_010,0.0001,46.1975,0.9902
23,23_020,0.0102,25.8331,0.9190
23,23_030,0.0010,35.8224,0.9623
23,23_040,0.0089,26.4078,0.9350
23,23_050,0.0093,26.2504,0.9430
23,23_060,0.0092,26.2643,0.9488
23,23_070,0.0033,30.7135,0.9565
23,23_080,0.0024,32.1095,0.9699
23,23_090,0.0074,27.2413,0.9550
23,23_100,0.0060,28.1676,0.9395
24,24_010,0.0002,43.1354,0.9820
24,24_020,0.0006,38.0623,0.9830
24,24_030,0.0047,29.2188,0.9331
24,24_040,0.0030,31.1753,0.9674
24,24_050,0.0158,23.9324,0.9001
24,24_060,0.0090,26.3648,0.9210
24,24_070,0.0131,24.7331,0.8937
24,24_080,0.0034,30.5592,0.9271
24,24_090,0.0048,29.0650,0.9370
24,24_100,0.0091,26.3285,0.8950
25,25_010,0.0008,36.7142,0.9780
25,25_020,0.0055,28.5465,0.9232
25,25_030,0.0057,28.3579,0.9262
25,25_040,0.0042,29.6610,0.9650
25,25_050,0.0035,30.4853,0.9455
25,25_060,0.0065,27.8016,0.9255
25,25_070,0.0084,26.6834,0.9194
25,25_080,0.0082,26.8033,0.9168
25,25_090,0.0061,28.0782,0.9359
25,25_100,0.0062,27.9604,0.9211
26,26_010,0.0064,27.8843,0.9387
26,26_020,0.0164,23.7571,0.9051
26,26_030,0.0049,29.0055,0.9503
26,26_040,0.0044,29.4493,0.9493
26,26_050,0.0015,34.1054,0.9587
26,26_060,0.0012,35.1563,0.9597
26,26_070,0.0027,31.6430,0.9426
26,26_080,0.0027,31.6432,0.9548
26,26_090,0.0058,28.3103,0.9386
26,26_099,0.0120,25.1390,0.9125
27,27_010,0.0173,23.5341,0.8869
27,27_020,0.0024,32.1394,0.9772
27,27_030,0.0060,28.1041,0.9466
27,27_040,0.0164,23.7749,0.9304
27,27_050,0.0067,27.6865,0.9437
27,27_060,0.0124,24.9800,0.8898
27,27_070,0.0086,26.5650,0.9219
27,27_080,0.0013,34.7610,0.9584
27,27_090,0.0008,36.7212,0.9679
27,27_100,0.0011,35.5438,0.9552
28,28_010,0.0018,33.2656,0.9747
28,28_020,0.0085,26.6229,0.9018
28,28_030,0.0048,29.0990,0.9318
28,28_040,0.0120,25.1423,0.9216
28,28_050,0.0053,28.6675,0.9646
28,28_060,0.0087,26.5089,0.9441
28,28_070,0.0003,41.0899,0.9799
28,28_080,0.0003,41.8864,0.9787
28,28_090,0.0002,42.7259,0.9822
28,28_100,0.0017,33.7143,0.9583
29,29_010,0.0018,33.3482,0.9772
29,29_020,0.0158,23.9359,0.9207
29,29_030,0.0258,21.8068,0.8967
29,29_040,0.0013,34.9435,0.9452
29,29_050,0.0060,28.1089,0.9206
29,29_060,0.0056,28.4453,0.9250
29,29_070,0.0024,32.1411,0.9489
29,29_080,0.0036,30.3457,0.9317
29,29_090,0.0105,25.7077,0.9201
29,29_098,0.0010,35.8914,0.9608
30,30_010,0.0023,32.1817,0.9749
30,30_020,0.0003,41.4234,0.9854
30,30_030,0.0035,30.4722,0.9548
30,30_040,0.0059,28.1466,0.9587
30,30_050,0.0030,31.0636,0.9691
30,30_060,0.0057,28.3500,0.9591
30,30_070,0.0026,31.7467,0.9572
30,30_080,0.0000,49.1014,0.9951
30,30_090,0.0012,35.2619,0.9559
30,30_100,0.0017,33.4700,0.9457
32,32_010,0.0053,28.6913,0.9716
32,32_020,0.0088,26.4728,0.9540
32,32_030,0.0112,25.4068,0.9567
32,32_040,0.0057,28.3236,0.9725
32,32_050,0.0063,27.9223,0.9687
32,32_060,0.0001,47.8646,0.9928
32,32_070,0.0000,49.2379,0.9948
32,32_080,0.0004,40.3658,0.9885
32,32_090,0.0059,28.2292,0.9677
32,32_100,0.0036,30.3327,0.9763
33,33_010,0.0019,33.0594,0.9738
33,33_020,0.0005,39.1339,0.9785
33,33_030,0.0067,27.6290,0.9491
33,33_040,0.0157,23.9717,0.9235
33,33_050,0.0013,34.6570,0.9616
33,33_060,0.0008,36.7976,0.9649
33,33_070,0.0003,40.8217,0.9819
33,33_080,0.0002,42.2211,0.9878
33,33_090,0.0047,29.1600,0.9673
33,33_100,0.0007,37.7223,0.9797
34,34_010,0.0026,31.7783,0.9825
34,34_020,0.0053,28.6977,0.9591
34,34_030,0.0028,31.4949,0.9754
34,34_040,0.0001,47.6408,0.9931
34,34_050,0.0001,44.2273,0.9870
34,34_060,0.0068,27.5880,0.9448
34,34_070,0.0046,29.3361,0.9562
34,34_080,0.0100,25.8942,0.9236
34,34_090,0.0021,32.6996,0.9459
34,34_100,0.0030,31.1384,0.9380
