Folder,Image,MSE,PSNR,SSIM
16,16_060,0.0030,31.0904,0.9731
16,16_070,0.0000,49.7238,0.9961
16,16_080,0.0026,31.7559,0.9778
16,16_090,0.0031,30.9435,0.9693
16,16_100,0.0021,32.5808,0.9759
17,17_010,0.0006,38.4083,0.9760
17,17_020,0.0004,39.6846,0.9857
17,17_030,0.0006,38.0419,0.9799
17,17_040,0.0006,37.9493,0.9808
17,17_050,0.0032,30.9321,0.9539
17,17_060,0.0002,42.1849,0.9883
17,17_070,0.0001,47.3827,0.9922
17,17_080,0.0013,34.6594,0.9848
17,17_090,0.0005,38.9239,0.9822
17,17_100,0.0004,39.9074,0.9872
18,18_010,0.0001,45.4654,0.9932
18,18_020,0.0017,33.5533,0.9650
18,18_030,0.0014,34.4777,0.9648
18,18_040,0.0073,27.3167,0.9552
18,18_050,0.0043,29.6314,0.9409
18,18_060,0.0056,28.4884,0.9294
18,18_070,0.0004,40.1286,0.9835
18,18_080,0.0052,28.7853,0.9645
18,18_090,0.0014,34.4924,0.9708
18,18_100,0.0037,30.2547,0.9487
20,20_010,0.0033,30.7565,0.9753
20,20_020,0.0057,28.4302,0.9561
20,20_030,0.0179,23.3940,0.8805
20,20_040,0.0136,24.6055,0.9079
20,20_050,0.0014,34.3898,0.9472
20,20_060,0.0005,38.6072,0.9739
20,20_070,0.0009,36.5398,0.9683
20,20_080,0.0009,36.2671,0.9807
20,20_090,0.0010,35.7032,0.9598
20,20_100,0.0014,34.3238,0.9547
21,21_010,0.0001,45.1488,0.9918
21,21_020,0.0196,23.0270,0.8967
21,21_030,0.0283,21.4396,0.8853
21,21_040,0.0036,30.3739,0.9445
21,21_050,0.0029,31.3555,0.9246
21,21_060,0.0030,31.2384,0.9285
21,21_070,0.0023,32.3250,0.9320
21,21_080,0.0019,33.1485,0.9423
21,21_090,0.0065,27.8075,0.9203
21,21_100,0.0019,33.2369,0.9450
22,22_010,0.0038,30.0898,0.9700
22,22_020,0.0046,29.3188,0.9660
22,22_030,0.0109,25.5686,0.9230
22,22_040,0.0004,40.5047,0.9856
22,22_050,0.0098,26.0247,0.9220
22,22_060,0.0141,24.4370,0.9084
22,22_070,0.0164,23.7685,0.9063
22,22_080,0.0185,23.2379,0.9018
22,22_090,0.0081,26.8469,0.9139
22,22_100,0.0014,34.4244,0.9777
23,23_010,0.0001,46.0002,0.9912
23,23_020,0.0023,32.3456,0.9789
23,23_030,0.0018,33.3793,0.9643
23,23_040,0.0001,45.0535,0.9909
23,23_050,0.0136,24.5751,0.9346
23,23_060,0.0060,28.1537,0.9524
23,23_070,0.0001,46.5788,0.9909
23,23_080,0.0006,38.2625,0.9840
23,23_090,0.0013,34.9251,0.9805
23,23_100,0.0066,27.7004,0.9224
24,24_010,0.0003,41.7822,0.9839
24,24_020,0.0039,30.0149,0.9612
24,24_030,0.0172,23.5743,0.9217
24,24_040,0.0237,22.1287,0.8888
24,24_050,0.0171,23.5810,0.8885
24,24_060,0.0151,24.1213,0.9000
24,24_070,0.0024,32.0755,0.9481
24,24_080,0.0034,30.6130,0.9261
24,24_090,0.0098,26.0214,0.8941
24,24_100,0.0120,25.1329,0.8927
25,25_010,0.0383,20.0851,0.8852
25,25_020,0.0043,29.6196,0.9398
25,25_030,0.0033,30.7346,0.9193
25,25_040,0.0056,28.4227,0.9217
25,25_050,0.0036,30.3493,0.9154
25,25_060,0.0047,29.2086,0.9297
25,25_070,0.0087,26.5081,0.9324
25,25_080,0.0077,27.0556,0.9412
25,25_090,0.0064,27.8568,0.9324
25,25_100,0.0064,27.8475,0.9310
26,26_010,0.0038,30.0963,0.9636
26,26_020,0.0289,21.3139,0.8642
26,26_030,0.0311,20.9920,0.8988
26,26_040,0.0064,27.8839,0.9136
26,26_050,0.0044,29.4892,0.9301
26,26_060,0.0056,28.4273,0.9383
26,26_070,0.0021,32.6261,0.9434
26,26_080,0.0046,29.2833,0.9447
26,26_090,0.0014,34.3337,0.9509
26,26_099,0.0006,38.0867,0.9686
27,27_010,0.0100,25.9104,0.9396
27,27_020,0.0140,24.4433,0.9397
27,27_030,0.0030,31.2070,0.9664
27,27_040,0.0112,25.4292,0.9322
27,27_050,0.0286,21.3554,0.9139
27,27_060,0.0306,21.0629,0.8745
27,27_070,0.0084,26.6923,0.8985
27,27_080,0.0062,28.0014,0.9158
27,27_090,0.0022,32.4556,0.9386
27,27_100,0.0085,26.6310,0.9313
28,28_010,0.0066,27.7552,0.9428
28,28_020,0.0176,23.4711,0.9213
28,28_030,0.0066,27.7483,0.9505
28,28_040,0.0033,30.7534,0.9658
28,28_050,0.0041,29.7485,0.9600
28,28_060,0.0042,29.6782,0.9605
28,28_070,0.0099,25.9783,0.9437
28,28_080,0.0010,35.8503,0.9629
28,28_090,0.0025,31.9741,0.9609
28,28_100,0.0005,38.7596,0.9696
29,29_010,0.0144,24.3315,0.9192
29,29_020,0.0062,27.9750,0.9539
29,29_030,0.0166,23.7223,0.9169
29,29_040,0.0141,24.4249,0.9045
29,29_050,0.0020,32.9069,0.9453
29,29_060,0.0022,32.4750,0.9614
29,29_070,0.0032,30.8743,0.9446
29,29_080,0.0033,30.7493,0.9676
29,29_090,0.0034,30.6270,0.9528
29,29_098,0.0022,32.4581,0.9360
30,30_010,0.0021,32.5690,0.9824
30,30_020,0.0004,40.1334,0.9919
30,30_030,0.0011,35.5687,0.9808
30,30_040,0.0050,28.8674,0.9565
30,30_050,0.0036,30.3612,0.9636
30,30_060,0.0168,23.6272,0.9319
30,30_070,0.0244,22.0367,0.9089
30,30_080,0.0002,42.8735,0.9835
30,30_090,0.0014,34.4147,0.9514
30,30_100,0.0032,30.7762,0.9525
32,32_010,0.0015,34.0564,0.9839
32,32_020,0.0062,28.0131,0.9788
32,32_030,0.0024,32.0884,0.9823
32,32_040,0.0094,26.1836,0.9678
32,32_050,0.0077,27.0377,0.9587
32,32_060,0.0007,37.1588,0.9756
32,32_070,0.0081,26.7834,0.9692
32,32_080,0.0001,48.9188,0.9967
32,32_090,0.0005,38.6422,0.9885
32,32_100,0.0022,32.4752,0.9795
33,33_010,0.0028,31.4858,0.9618
33,33_020,0.0127,24.8618,0.9374
33,33_030,0.0006,38.4108,0.9820
33,33_040,0.0140,24.4441,0.9385
33,33_050,0.0224,22.4082,0.9168
33,33_060,0.0004,39.9081,0.9844
33,33_070,0.0012,35.0081,0.9801
33,33_080,0.0003,41.2614,0.9879
33,33_090,0.0001,45.7115,0.9902
33,33_100,0.0002,42.7831,0.9894
34,34_010,0.0003,41.8143,0.9900
34,34_020,0.0001,46.8691,0.9928
34,34_030,0.0037,30.2737,0.9741
34,34_040,0.0072,27.2979,0.9587
34,34_050,0.0076,27.1023,0.9545
34,34_060,0.0029,31.2519,0.9783
34,34_070,0.0001,45.2945,0.9880
34,34_080,0.0001,44.2230,0.9875
34,34_090,0.0028,31.4069,0.9623
34,34_100,0.0102,25.8865,0.9300
